year,month,hotel_name,city,stars,rooms,occupancy_pct,adr_mad,revenue_mad
2001,6,Sofitel Marrakech,Marrakech,5,303,25,79,163498
2001,7,Sofitel Marrakech,Marrakech,5,303,41,79,280282
2001,8,Sofitel Marrakech,Marrakech,5,303,49,79,326995
2001,9,Sofitel Marrakech,Marrakech,5,303,34,79,233568
2001,10,Sofitel Marrakech,Marrakech,5,303,29,79,210211
2001,11,Sofitel Marrakech,Marrakech,5,303,22,79,163498
2001,12,Sofitel Marrakech,Marrakech,5,303,22,79,163498
2001,1,Riad Yasmine,Marrakech,4,7,16,30,1179
2001,2,Riad Yasmine,Marrakech,4,7,16,30,982
2001,3,Riad Yasmine,Marrakech,4,7,22,30,1375
2001,4,Riad Yasmine,Marrakech,4,7,23,30,1572
2001,5,Riad Yasmine,Marrakech,4,7,22,30,1572
2001,6,Riad Yasmine,Marrakech,4,7,22,30,1375
2001,7,Riad Yasmine,Marrakech,4,7,38,30,2358
2001,8,Riad Yasmine,Marrakech,4,7,45,30,2750
2001,9,Riad Yasmine,Marrakech,4,7,30,30,1965
2001,10,Riad Yasmine,Marrakech,4,7,30,30,1768
2001,11,Riad Yasmine,Marrakech,4,7,22,30,1375
2001,12,Riad Yasmine,Marrakech,4,7,20,30,1375
2001,1,Kenzi Tower Hotel,Casablanca,5,240,20,72,102024
2001,2,Kenzi Tower Hotel,Casablanca,5,240,16,72,85020
2001,3,Kenzi Tower Hotel,Casablanca,5,240,19,72,119028
2001,4,Kenzi Tower Hotel,Casablanca,5,240,21,72,136032
2001,5,Kenzi Tower Hotel,Casablanca,5,240,23,72,136032
2001,6,Kenzi Tower Hotel,Casablanca,5,240,21,72,119028
2001,7,Kenzi Tower Hotel,Casablanca,5,240,34,72,204049
2001,8,Kenzi Tower Hotel,Casablanca,5,240,49,72,238057
2001,9,Kenzi Tower Hotel,Casablanca,5,240,34,72,170041
2001,10,Kenzi Tower Hotel,Casablanca,5,240,26,72,153036
2001,11,Kenzi Tower Hotel,Casablanca,5,240,21,72,119028
2001,12,Kenzi Tower Hotel,Casablanca,5,240,19,72,119028
2001,1,Four Seasons Casablanca,Casablanca,5,186,21,98,103378
2001,2,Four Seasons Casablanca,Casablanca,5,186,14,98,86148
2001,3,Four Seasons Casablanca,Casablanca,5,186,20,98,120607
2001,4,Four Seasons Casablanca,Casablanca,5,186,25,98,137837
2001,5,Four Seasons Casablanca,Casablanca,5,186,24,98,137837
2001,6,Four Seasons Casablanca,Casablanca,5,186,23,98,120607
2001,7,Four Seasons Casablanca,Casablanca,5,186,33,98,206755
2001,8,Four Seasons Casablanca,Casablanca,5,186,49,98,241214
2001,9,Four Seasons Casablanca,Casablanca,5,186,35,98,172296
2001,10,Four Seasons Casablanca,Casablanca,5,186,32,98,155066
2001,11,Four Seasons Casablanca,Casablanca,5,186,23,98,120607
2001,12,Four Seasons Casablanca,Casablanca,5,186,24,98,120607
2001,1,Hyatt Regency,Casablanca,5,252,20,68,103514
2001,2,Hyatt Regency,Casablanca,5,252,19,68,86261
2001,3,Hyatt Regency,Casablanca,5,252,22,68,120766
2001,4,Hyatt Regency,Casablanca,5,252,30,68,138018
2001,5,Hyatt Regency,Casablanca,5,252,28,68,138018
2001,6,Hyatt Regency,Casablanca,5,252,21,68,120766
2001,7,Hyatt Regency,Casablanca,5,252,43,68,207027
2001,8,Hyatt Regency,Casablanca,5,252,46,68,241532
2001,9,Hyatt Regency,Casablanca,5,252,36,68,172523
2001,10,Hyatt Regency,Casablanca,5,252,30,68,155270
2001,11,Hyatt Regency,Casablanca,5,252,24,68,120766
2001,12,Hyatt Regency,Casablanca,5,252,21,68,120766
2001,1,Sofitel Casablanca,Casablanca,5,141,21,57,48626
2001,2,Sofitel Casablanca,Casablanca,5,141,14,57,40522
2001,3,Sofitel Casablanca,Casablanca,5,141,19,57,56731
2001,4,Sofitel Casablanca,Casablanca,5,141,30,57,64835
2001,5,Sofitel Casablanca,Casablanca,5,141,26,57,64835
2001,6,Sofitel Casablanca,Casablanca,5,141,21,57,56731
2001,7,Sofitel Casablanca,Casablanca,5,141,36,57,97253
2001,8,Sofitel Casablanca,Casablanca,5,141,45,57,113462
2001,9,Sofitel Casablanca,Casablanca,5,141,37,57,81044
2001,10,Sofitel Casablanca,Casablanca,5,141,29,57,72940
2001,11,Sofitel Casablanca,Casablanca,5,141,25,57,56731
2001,12,Sofitel Casablanca,Casablanca,5,141,21,57,56731
2001,1,Hilton Tanger City Center,Tanger,5,200,19,56,59452
2001,2,Hilton Tanger City Center,Tanger,5,200,13,56,49544
2001,3,Hilton Tanger City Center,Tanger,5,200,22,56,69361
2001,4,Hilton Tanger City Center,Tanger,5,200,25,56,79270
2001,5,Hilton Tanger City Center,Tanger,5,200,22,56,79270
2001,6,Hilton Tanger City Center,Tanger,5,200,19,56,69361
2001,7,Hilton Tanger City Center,Tanger,5,200,36,56,118905
2001,8,Hilton Tanger City Center,Tanger,5,200,40,56,138722
2001,9,Hilton Tanger City Center,Tanger,5,200,31,56,99087
2001,10,Hilton Tanger City Center,Tanger,5,200,25,56,89179
2001,11,Hilton Tanger City Center,Tanger,5,200,21,56,69361
2001,12,Hilton Tanger City Center,Tanger,5,200,23,56,69361
2001,1,Sofitel Tanger Bay,Tanger,5,103,17,50,30284
2001,2,Sofitel Tanger Bay,Tanger,5,103,14,50,25236
2001,3,Sofitel Tanger Bay,Tanger,5,103,20,50,35331
2001,4,Sofitel Tanger Bay,Tanger,5,103,25,50,40378
2001,5,Sofitel Tanger Bay,Tanger,5,103,26,50,40378
2001,6,Sofitel Tanger Bay,Tanger,5,103,24,50,35331
2001,7,Sofitel Tanger Bay,Tanger,5,103,32,50,60567
2001,8,Sofitel Tanger Bay,Tanger,5,103,48,50,70662
2001,9,Sofitel Tanger Bay,Tanger,5,103,30,50,50473
2001,10,Sofitel Tanger Bay,Tanger,5,103,32,50,45426
2001,11,Sofitel Tanger Bay,Tanger,5,103,21,50,35331
2001,12,Sofitel Tanger Bay,Tanger,5,103,23,50,35331
2001,1,Hotel & Spa La Folie,Tanger,4,44,19,34,8352
2001,2,Hotel & Spa La Folie,Tanger,4,44,17,34,6960
2001,3,Hotel & Spa La Folie,Tanger,4,44,21,34,9744
2001,4,Hotel & Spa La Folie,Tanger,4,44,22,34,11135
2001,5,Hotel & Spa La Folie,Tanger,4,44,25,34,11135
2001,6,Hotel & Spa La Folie,Tanger,4,44,20,34,9744
2001,7,Hotel & Spa La Folie,Tanger,4,44,34,34,16703
2001,8,Hotel & Spa La Folie,Tanger,4,44,45,34,19487
2001,9,Hotel & Spa La Folie,Tanger,4,44,33,34,13919
2001,10,Hotel & Spa La Folie,Tanger,4,44,31,34,12527
2001,11,Hotel & Spa La Folie,Tanger,4,44,19,34,9744
2001,12,Hotel & Spa La Folie,Tanger,4,44,22,34,9744
2001,1,Riad Laaroussa,Fès,5,28,19,63,9733
2001,2,Riad Laaroussa,Fès,5,28,16,63,8110
2001,3,Riad Laaroussa,Fès,5,28,21,63,11355
2001,4,Riad Laaroussa,Fès,5,28,23,63,12977
2001,5,Riad Laaroussa,Fès,5,28,22,63,12977
2001,6,Riad Laaroussa,Fès,5,28,21,63,11355
2001,7,Riad Laaroussa,Fès,5,28,39,63,19465
2001,8,Riad Laaroussa,Fès,5,28,36,63,22709
2001,9,Riad Laaroussa,Fès,5,28,30,63,16221
2001,10,Riad Laaroussa,Fès,5,28,27,63,14599
2001,11,Riad Laaroussa,Fès,5,28,21,63,11355
2001,12,Riad Laaroussa,Fès,5,28,24,63,11355
2001,1,Palais Amani,Fès,5,21,19,76,10108
2001,2,Palais Amani,Fès,5,21,14,76,8423
2001,3,Palais Amani,Fès,5,21,26,76,11792
2001,4,Palais Amani,Fès,5,21,28,76,13477
2001,5,Palais Amani,Fès,5,21,29,76,13477
2001,6,Palais Amani,Fès,5,21,24,76,11792
2001,7,Palais Amani,Fès,5,21,33,76,20215
2001,8,Palais Amani,Fès,5,21,50,76,23584
2001,9,Palais Amani,Fès,5,21,30,76,16846
2001,10,Palais Amani,Fès,5,21,26,76,15161
2001,11,Palais Amani,Fès,5,21,24,76,11792
2001,12,Palais Amani,Fès,5,21,19,76,11792
2001,1,Sofitel Palais Jamai,Fès,5,136,18,48,41434
2001,2,Sofitel Palais Jamai,Fès,5,136,18,48,34528
2001,3,Sofitel Palais Jamai,Fès,5,136,22,48,48339
2001,4,Sofitel Palais Jamai,Fès,5,136,25,48,55245
2001,5,Sofitel Palais Jamai,Fès,5,136,23,48,55245
2001,6,Sofitel Palais Jamai,Fès,5,136,21,48,48339
2001,7,Sofitel Palais Jamai,Fès,5,136,38,48,82868
2001,8,Sofitel Palais Jamai,Fès,5,136,41,48,96679
2001,9,Sofitel Palais Jamai,Fès,5,136,35,48,69056
2001,10,Sofitel Palais Jamai,Fès,5,136,30,48,62151
2001,11,Sofitel Palais Jamai,Fès,5,136,23,48,48339
2001,12,Sofitel Palais Jamai,Fès,5,136,25,48,48339
2001,1,Riad Fès,Fès,5,32,18,56,11258
2001,2,Riad Fès,Fès,5,32,17,56,9382
2001,3,Riad Fès,Fès,5,32,24,56,13135
2001,4,Riad Fès,Fès,5,32,26,56,15011
2001,5,Riad Fès,Fès,5,32,27,56,15011
2001,6,Riad Fès,Fès,5,32,25,56,13135
2001,7,Riad Fès,Fès,5,32,35,56,22516
2001,8,Riad Fès,Fès,5,32,44,56,26269
2001,9,Riad Fès,Fès,5,32,29,56,18764
2001,10,Riad Fès,Fès,5,32,30,56,16887
2001,11,Riad Fès,Fès,5,32,19,56,13135
2001,12,Riad Fès,Fès,5,32,20,56,13135
2001,1,Sofitel Agadir Royal Bay,Agadir,5,174,16,41,36499
2001,2,Sofitel Agadir Royal Bay,Agadir,5,174,14,41,30415
2001,3,Sofitel Agadir Royal Bay,Agadir,5,174,19,41,42582
2001,4,Sofitel Agadir Royal Bay,Agadir,5,174,25,41,48665
2001,5,Sofitel Agadir Royal Bay,Agadir,5,174,26,41,48665
2001,6,Sofitel Agadir Royal Bay,Agadir,5,174,18,41,42582
2001,7,Sofitel Agadir Royal Bay,Agadir,5,174,36,41,72997
2001,8,Sofitel Agadir Royal Bay,Agadir,5,174,38,41,85163
2001,9,Sofitel Agadir Royal Bay,Agadir,5,174,29,41,60831
2001,10,Sofitel Agadir Royal Bay,Agadir,5,174,26,41,54748
2001,11,Sofitel Agadir Royal Bay,Agadir,5,174,19,41,42582
2001,12,Sofitel Agadir Royal Bay,Agadir,5,174,22,41,42582
2001,1,Riu Palace Tikida,Agadir,5,524,20,32,86347
2001,2,Riu Palace Tikida,Agadir,5,524,16,32,71956
2001,3,Riu Palace Tikida,Agadir,5,524,18,32,100738
2001,4,Riu Palace Tikida,Agadir,5,524,23,32,115129
2001,5,Riu Palace Tikida,Agadir,5,524,20,32,115129
2001,6,Riu Palace Tikida,Agadir,5,524,23,32,100738
2001,7,Riu Palace Tikida,Agadir,5,524,39,32,172694
2001,8,Riu Palace Tikida,Agadir,5,524,44,32,201476
2001,9,Riu Palace Tikida,Agadir,5,524,27,32,143912
2001,10,Riu Palace Tikida,Agadir,5,524,24,32,129520
2001,11,Riu Palace Tikida,Agadir,5,524,22,32,100738
2001,12,Riu Palace Tikida,Agadir,5,524,23,32,100738
2001,1,Iberostar Founty,Agadir,5,380,19,28,58845
2001,2,Iberostar Founty,Agadir,5,380,15,28,49038
2001,3,Iberostar Founty,Agadir,5,380,20,28,68653
2001,4,Iberostar Founty,Agadir,5,380,23,28,78460
2001,5,Iberostar Founty,Agadir,5,380,28,28,78460
2001,6,Iberostar Founty,Agadir,5,380,19,28,68653
2001,7,Iberostar Founty,Agadir,5,380,35,28,117690
2001,8,Iberostar Founty,Agadir,5,380,42,28,137305
2001,9,Iberostar Founty,Agadir,5,380,36,28,98075
2001,10,Iberostar Founty,Agadir,5,380,25,28,88268
2001,11,Iberostar Founty,Agadir,5,380,25,28,68653
2001,12,Iberostar Founty,Agadir,5,380,25,28,68653
2001,1,Kasbah Tamadot,Asni,5,28,15,146,20047
2001,2,Kasbah Tamadot,Asni,5,28,15,146,16706
2001,3,Kasbah Tamadot,Asni,5,28,22,146,23388
2001,4,Kasbah Tamadot,Asni,5,28,22,146,26729
2001,5,Kasbah Tamadot,Asni,5,28,22,146,26729
2001,6,Kasbah Tamadot,Asni,5,28,23,146,23388
2001,7,Kasbah Tamadot,Asni,5,28,31,146,40094
2001,8,Kasbah Tamadot,Asni,5,28,46,146,46776
2001,9,Kasbah Tamadot,Asni,5,28,33,146,33411
2001,10,Kasbah Tamadot,Asni,5,28,29,146,30070
2001,11,Kasbah Tamadot,Asni,5,28,18,146,23388
2001,12,Kasbah Tamadot,Asni,5,28,18,146,23388
2001,1,Scarabeo Camp,Agafay,4,14,18,143,13469
2001,2,Scarabeo Camp,Agafay,4,14,14,143,11224
2001,3,Scarabeo Camp,Agafay,4,14,24,143,15714
2001,4,Scarabeo Camp,Agafay,4,14,25,143,17959
2001,5,Scarabeo Camp,Agafay,4,14,31,143,17959
2001,6,Scarabeo Camp,Agafay,4,14,21,143,15714
2001,7,Scarabeo Camp,Agafay,4,14,43,143,26938
2001,8,Scarabeo Camp,Agafay,4,14,42,143,31428
2001,9,Scarabeo Camp,Agafay,4,14,34,143,22449
2001,10,Scarabeo Camp,Agafay,4,14,30,143,20204
2001,11,Scarabeo Camp,Agafay,4,14,22,143,15714
2001,12,Scarabeo Camp,Agafay,4,14,21,143,15714
2001,1,Kam Kam Dunes,Merzouga,3,20,19,60,5504
2001,2,Kam Kam Dunes,Merzouga,3,20,16,60,4586
2001,3,Kam Kam Dunes,Merzouga,3,20,22,60,6421
2001,4,Kam Kam Dunes,Merzouga,3,20,22,60,7338
2001,5,Kam Kam Dunes,Merzouga,3,20,19,60,7338
2001,6,Kam Kam Dunes,Merzouga,3,20,19,60,6421
2001,7,Kam Kam Dunes,Merzouga,3,20,37,60,11007
2001,8,Kam Kam Dunes,Merzouga,3,20,38,60,12842
2001,9,Kam Kam Dunes,Merzouga,3,20,31,60,9173
2001,10,Kam Kam Dunes,Merzouga,3,20,24,60,8255
2001,11,Kam Kam Dunes,Merzouga,3,20,21,60,6421
2001,12,Kam Kam Dunes,Merzouga,3,20,17,60,6421
2001,1,Riad Kniza,Marrakech,5,11,17,154,10714
2001,2,Riad Kniza,Marrakech,5,11,15,154,8928
2001,3,Riad Kniza,Marrakech,5,11,20,154,12499
2001,4,Riad Kniza,Marrakech,5,11,26,154,14285
2001,5,Riad Kniza,Marrakech,5,11,22,154,14285
2001,6,Riad Kniza,Marrakech,5,11,23,154,12499
2001,7,Riad Kniza,Marrakech,5,11,40,154,21428
2001,8,Riad Kniza,Marrakech,5,11,44,154,24999
2001,9,Riad Kniza,Marrakech,5,11,35,154,17856
2001,10,Riad Kniza,Marrakech,5,11,26,154,16071
2001,11,Riad Kniza,Marrakech,5,11,20,154,12499
2001,12,Riad Kniza,Marrakech,5,11,24,154,12499
2001,1,Dar Ahlam,Skoura,5,14,19,168,11538
2001,2,Dar Ahlam,Skoura,5,14,15,168,9615
2001,3,Dar Ahlam,Skoura,5,14,21,168,13461
2001,4,Dar Ahlam,Skoura,5,14,24,168,15384
2001,5,Dar Ahlam,Skoura,5,14,26,168,15384
2001,6,Dar Ahlam,Skoura,5,14,21,168,13461
2001,7,Dar Ahlam,Skoura,5,14,38,168,23076
2001,8,Dar Ahlam,Skoura,5,14,46,168,26923
2001,9,Dar Ahlam,Skoura,5,14,30,168,19230
2001,10,Dar Ahlam,Skoura,5,14,23,168,17307
2001,11,Dar Ahlam,Skoura,5,14,21,168,13461
2001,12,Dar Ahlam,Skoura,5,14,17,168,13461
2002,1,La Mamounia,Marrakech,5,209,22,129,166794
2002,2,La Mamounia,Marrakech,5,209,18,129,138995
2002,3,La Mamounia,Marrakech,5,209,26,129,194593
2002,4,La Mamounia,Marrakech,5,209,23,129,222392
2002,5,La Mamounia,Marrakech,5,209,24,129,222392
2002,6,La Mamounia,Marrakech,5,209,22,129,194593
2002,7,La Mamounia,Marrakech,5,209,40,129,333588
2002,8,La Mamounia,Marrakech,5,209,52,129,389186
2002,9,La Mamounia,Marrakech,5,209,29,129,277990
2002,10,La Mamounia,Marrakech,5,209,29,129,250191
2002,11,La Mamounia,Marrakech,5,209,24,129,194593
2002,12,La Mamounia,Marrakech,5,209,22,129,194593
2002,1,Royal Mansour,Marrakech,5,53,20,156,37467
2002,2,Royal Mansour,Marrakech,5,53,15,156,31223
2002,3,Royal Mansour,Marrakech,5,53,19,156,43712
2002,4,Royal Mansour,Marrakech,5,53,21,156,49956
2002,5,Royal Mansour,Marrakech,5,53,22,156,49956
2002,6,Royal Mansour,Marrakech,5,53,23,156,43712
2002,7,Royal Mansour,Marrakech,5,53,39,156,74934
2002,8,Royal Mansour,Marrakech,5,53,36,156,87423
2002,9,Royal Mansour,Marrakech,5,53,28,156,62445
2002,10,Royal Mansour,Marrakech,5,53,26,156,56201
2002,11,Royal Mansour,Marrakech,5,53,20,156,43712
2002,12,Royal Mansour,Marrakech,5,53,23,156,43712
2002,1,Four Seasons Resort,Marrakech,5,139,17,98,64395
2002,2,Four Seasons Resort,Marrakech,5,139,13,98,53662
2002,3,Four Seasons Resort,Marrakech,5,139,22,98,75127
2002,4,Four Seasons Resort,Marrakech,5,139,22,98,85860
2002,5,Four Seasons Resort,Marrakech,5,139,24,98,85860
2002,6,Four Seasons Resort,Marrakech,5,139,20,98,75127
2002,7,Four Seasons Resort,Marrakech,5,139,30,98,128790
2002,8,Four Seasons Resort,Marrakech,5,139,46,98,150255
2002,9,Four Seasons Resort,Marrakech,5,139,33,98,107325
2002,10,Four Seasons Resort,Marrakech,5,139,24,98,96592
2002,11,Four Seasons Resort,Marrakech,5,139,22,98,75127
2002,12,Four Seasons Resort,Marrakech,5,139,23,98,75127
2002,1,Amanjena,Marrakech,5,32,16,138,22437
2002,2,Amanjena,Marrakech,5,32,15,138,18697
2002,3,Amanjena,Marrakech,5,32,23,138,26176
2002,4,Amanjena,Marrakech,5,32,24,138,29916
2002,5,Amanjena,Marrakech,5,32,21,138,29916
2002,6,Amanjena,Marrakech,5,32,21,138,26176
2002,7,Amanjena,Marrakech,5,32,31,138,44873
2002,8,Amanjena,Marrakech,5,32,39,138,52352
2002,9,Amanjena,Marrakech,5,32,31,138,37395
2002,10,Amanjena,Marrakech,5,32,25,138,33655
2002,11,Amanjena,Marrakech,5,32,19,138,26176
2002,12,Amanjena,Marrakech,5,32,23,138,26176
2002,1,Sofitel Marrakech,Marrakech,5,303,20,82,144258
2002,2,Sofitel Marrakech,Marrakech,5,303,16,82,120215
2002,3,Sofitel Marrakech,Marrakech,5,303,20,82,168301
2002,4,Sofitel Marrakech,Marrakech,5,303,23,82,192344
2002,5,Sofitel Marrakech,Marrakech,5,303,26,82,192344
2002,6,Sofitel Marrakech,Marrakech,5,303,22,82,168301
2002,7,Sofitel Marrakech,Marrakech,5,303,44,82,288516
2002,8,Sofitel Marrakech,Marrakech,5,303,45,82,336602
2002,9,Sofitel Marrakech,Marrakech,5,303,30,82,240430
2002,10,Sofitel Marrakech,Marrakech,5,303,32,82,216387
2002,11,Sofitel Marrakech,Marrakech,5,303,26,82,168301
2002,12,Sofitel Marrakech,Marrakech,5,303,26,82,168301
2002,1,Riad Yasmine,Marrakech,4,7,23,37,1841
2002,2,Riad Yasmine,Marrakech,4,7,21,37,1534
2002,3,Riad Yasmine,Marrakech,4,7,23,37,2148
2002,4,Riad Yasmine,Marrakech,4,7,32,37,2455
2002,5,Riad Yasmine,Marrakech,4,7,29,37,2455
2002,6,Riad Yasmine,Marrakech,4,7,23,37,2148
2002,7,Riad Yasmine,Marrakech,4,7,39,37,3683
2002,8,Riad Yasmine,Marrakech,4,7,43,37,4296
2002,9,Riad Yasmine,Marrakech,4,7,35,37,3069
2002,10,Riad Yasmine,Marrakech,4,7,30,37,2762
2002,11,Riad Yasmine,Marrakech,4,7,23,37,2148
2002,12,Riad Yasmine,Marrakech,4,7,28,37,2148
2002,1,Kenzi Tower Hotel,Casablanca,5,240,18,74,103167
2002,2,Kenzi Tower Hotel,Casablanca,5,240,14,74,85972
2002,3,Kenzi Tower Hotel,Casablanca,5,240,26,74,120361
2002,4,Kenzi Tower Hotel,Casablanca,5,240,29,74,137556
2002,5,Kenzi Tower Hotel,Casablanca,5,240,22,74,137556
2002,6,Kenzi Tower Hotel,Casablanca,5,240,21,74,120361
2002,7,Kenzi Tower Hotel,Casablanca,5,240,44,74,206334
2002,8,Kenzi Tower Hotel,Casablanca,5,240,46,74,240723
2002,9,Kenzi Tower Hotel,Casablanca,5,240,31,74,171945
2002,10,Kenzi Tower Hotel,Casablanca,5,240,29,74,154750
2002,11,Kenzi Tower Hotel,Casablanca,5,240,22,74,120361
2002,12,Kenzi Tower Hotel,Casablanca,5,240,23,74,120361
2002,1,Four Seasons Casablanca,Casablanca,5,186,19,102,112359
2002,2,Four Seasons Casablanca,Casablanca,5,186,16,102,93632
2002,3,Four Seasons Casablanca,Casablanca,5,186,25,102,131085
2002,4,Four Seasons Casablanca,Casablanca,5,186,28,102,149812
2002,5,Four Seasons Casablanca,Casablanca,5,186,29,102,149812
2002,6,Four Seasons Casablanca,Casablanca,5,186,25,102,131085
2002,7,Four Seasons Casablanca,Casablanca,5,186,36,102,224718
2002,8,Four Seasons Casablanca,Casablanca,5,186,49,102,262171
2002,9,Four Seasons Casablanca,Casablanca,5,186,35,102,187265
2002,10,Four Seasons Casablanca,Casablanca,5,186,27,102,168538
2002,11,Four Seasons Casablanca,Casablanca,5,186,21,102,131085
2002,12,Four Seasons Casablanca,Casablanca,5,186,25,102,131085
2002,1,Hyatt Regency,Casablanca,5,252,15,61,72842
2002,2,Hyatt Regency,Casablanca,5,252,14,61,60701
2002,3,Hyatt Regency,Casablanca,5,252,21,61,84982
2002,4,Hyatt Regency,Casablanca,5,252,22,61,97122
2002,5,Hyatt Regency,Casablanca,5,252,25,61,97122
2002,6,Hyatt Regency,Casablanca,5,252,21,61,84982
2002,7,Hyatt Regency,Casablanca,5,252,38,61,145683
2002,8,Hyatt Regency,Casablanca,5,252,45,61,169964
2002,9,Hyatt Regency,Casablanca,5,252,26,61,121403
2002,10,Hyatt Regency,Casablanca,5,252,27,61,109262
2002,11,Hyatt Regency,Casablanca,5,252,18,61,84982
2002,12,Hyatt Regency,Casablanca,5,252,17,61,84982
2002,1,Sofitel Casablanca,Casablanca,5,141,16,51,32564
2002,2,Sofitel Casablanca,Casablanca,5,141,16,51,27137
2002,3,Sofitel Casablanca,Casablanca,5,141,23,51,37992
2002,4,Sofitel Casablanca,Casablanca,5,141,26,51,43419
2002,5,Sofitel Casablanca,Casablanca,5,141,21,51,43419
2002,6,Sofitel Casablanca,Casablanca,5,141,22,51,37992
2002,7,Sofitel Casablanca,Casablanca,5,141,34,51,65129
2002,8,Sofitel Casablanca,Casablanca,5,141,44,51,75984
2002,9,Sofitel Casablanca,Casablanca,5,141,33,51,54274
2002,10,Sofitel Casablanca,Casablanca,5,141,23,51,48847
2002,11,Sofitel Casablanca,Casablanca,5,141,19,51,37992
2002,12,Sofitel Casablanca,Casablanca,5,141,19,51,37992
2002,1,Hilton Tanger City Center,Tanger,5,200,21,64,81553
2002,2,Hilton Tanger City Center,Tanger,5,200,16,64,67960
2002,3,Hilton Tanger City Center,Tanger,5,200,26,64,95145
2002,4,Hilton Tanger City Center,Tanger,5,200,29,64,108737
2002,5,Hilton Tanger City Center,Tanger,5,200,27,64,108737
2002,6,Hilton Tanger City Center,Tanger,5,200,22,64,95145
2002,7,Hilton Tanger City Center,Tanger,5,200,36,64,163105
2002,8,Hilton Tanger City Center,Tanger,5,200,53,64,190289
2002,9,Hilton Tanger City Center,Tanger,5,200,35,64,135921
2002,10,Hilton Tanger City Center,Tanger,5,200,35,64,122329
2002,11,Hilton Tanger City Center,Tanger,5,200,22,64,95145
2002,12,Hilton Tanger City Center,Tanger,5,200,24,64,95145
2002,1,Sofitel Tanger Bay,Tanger,5,103,21,52,34114
2002,2,Sofitel Tanger Bay,Tanger,5,103,19,52,28428
2002,3,Sofitel Tanger Bay,Tanger,5,103,25,52,39800
2002,4,Sofitel Tanger Bay,Tanger,5,103,27,52,45486
2002,5,Sofitel Tanger Bay,Tanger,5,103,25,52,45486
2002,6,Sofitel Tanger Bay,Tanger,5,103,23,52,39800
2002,7,Sofitel Tanger Bay,Tanger,5,103,41,52,68228
2002,8,Sofitel Tanger Bay,Tanger,5,103,52,52,79600
